Break and Enter Residential/Other,Mischief,Other Theft,Theft from Vehicle,accuracy,macro avg,weighted avg
0.4209033384246127,0.35246995994659547,0.4259459459459459,0.5073350020595038,0.4969745468839939,0.42666356159416446,0.4500236674635335
0.15846545633779677,0.01874600582262302,0.11329435445221891,0.9271569195136075,0.4969745468839939,0.30441568403156155,0.4969745468839939
0.23024588207209357,0.03559870550161812,0.1789824348879467,0.6558129057361103,0.4969745468839939,0.27515998204944214,0.3906164792339368
12173.0,14083.0,10433.0,34540.0,0.4969745468839939,71229.0,71229.0
